02/01/2018 09:42:40	15	30	180
02/01/2018 09:43:01	15	30	180
02/01/2018 09:43:04	15	30	180
02/01/2018 09:43:07	15	30	180
02/01/2018 09:43:11	15	30	180
02/01/2018 09:43:14	15	30	180
02/01/2018 09:44:14	15	30	180
02/01/2018 09:44:18	15	30	180
02/01/2018 09:44:22	15	30	180
02/01/2018 09:44:23	15	30	180
02/01/2018 09:45:07	15	30	180
02/01/2018 09:45:10	15	30	180
02/01/2018 09:45:16	15	30	180
02/01/2018 09:45:25	15	30	180
02/01/2018 09:45:32	15	30	180
02/01/2018 09:45:35	15	30	180
02/01/2018 09:45:42	15	30	180
02/01/2018 09:45:45	15	30	180
02/01/2018 09:45:51	15	30	180
02/01/2018 09:45:56	15	30	180
02/01/2018 09:45:57	15	30	180
02/01/2018 09:46:07	15	30	180
